8.49,273,64,0,231,0,0,188742,190523
8.49,274,64,0,231,0,0,188742,190535
12.7,276,64,38,231,0,0,188742,190559
15.22,273,64,0,231,0,0,188742,190523
10.54,396,64,38,231,0,0,188742,202781
10.95,397,64,0,231,0,0,188742,202657
11.14,397,64,0,231,0,0,188742,202657
11.2,398,64,0,231,0,0,188742,202727
11.95,398,64,38,231,0,0,188742,202729
12.8,398,64,0,231,0,0,188742,202729
10.8,398,64,38,231,0,0,188742,202729
11.39,400,64,38,231,0,0,188742,202763
12.15,398,64,0,231,0,0,188742,202731
11.39,398,64,38,231,0,0,188742,202731
14.34,398,64,38,231,0,0,188742,202731
18.44,400,64,38,231,0,0,188742,202755
11.18,400,64,38,231,0,0,188742,202755
15.87,400,64,0,231,0,0,188742,202755
18.33,399,64,38,231,0,0,188742,202743
16.81,398,64,0,231,0,0,188742,202731
14.87,398,64,0,231,0,0,188742,202731
10.68,398,64,0,231,0,0,188742,202731
11.97,401,64,0,231,0,0,188742,202767
11.7,400,64,38,231,0,0,188742,202755
11.95,399,64,0,231,0,0,188742,202743
11.75,398,64,38,231,0,0,188742,202731
11.65,398,64,38,231,0,0,188742,202731
18.27,397,64,0,231,0,0,188742,202717
11.73,399,64,38,231,0,0,188742,202741
11.62,399,64,0,231,0,0,188742,202741
11.64,399,64,0,231,0,0,188742,202743
12.36,399,64,0,231,0,0,188742,202743
10.69,399,64,0,231,0,0,188742,202741
14.65,400,64,0,231,0,0,188742,202753
13.34,400,64,0,231,0,0,188742,202753
11.05,398,64,0,231,0,0,188742,202729
11.07,399,64,0,231,0,0,188742,202741
10.97,400,64,0,231,0,0,188742,202751
10.81,397,64,38,231,0,0,188742,202715
15.69,398,64,0,231,0,0,188742,202727
10.84,398,64,0,231,0,0,188742,202727
11.02,396,64,38,231,0,0,188742,202703
11.03,402,64,0,231,0,0,188742,202775
11,399,64,38,231,0,0,188742,202739
10.59,400,64,0,231,0,0,188742,202751
10.95,399,64,0,231,0,0,188742,202739
17.8,398,64,0,231,0,0,188742,202727
18.68,399,64,38,231,0,0,188742,202739
14,397,64,38,231,0,0,188742,202715
12.01,399,64,38,231,0,0,188742,202739
17.13,797680,71,0,231,0,0,193350,409
22.58,797680,71,40,231,0,0,193350,409
18.73,802544,74,0,231,0,0,192022,415
16.53,802544,74,0,231,0,0,192022,415
10.93,805616,78,0,231,0,0,192354,416
11.56,415,78,45,231,0,0,192354,206473
18.49,806128,78,46,231,0,0,192354,416
10.63,807664,82,47,231,0,0,193010,424
14.81,809200,93,0,231,0,0,202558,440
13.55,809200,93,51,231,0,0,202558,440
11.03,812016,87,51,231,0,0,193458,430
15.9,816112,91,0,231,0,0,194114,438
11.1,821488,91,0,231,0,0,197550,439
11.6,823792,94,53,231,0,0,194442,441
11.4,823792,94,0,231,0,0,194442,441
10.96,826608,93,55,231,0,0,194114,443
12.77,826608,93,55,231,0,0,194114,443
10.94,831472,93,55,231,0,0,189834,442
12.6,832752,103,0,231,0,0,202818,457
11.26,835056,97,0,231,0,0,193806,449
11.31,835056,97,55,231,0,0,193806,449
10.99,446,94,0,231,0,0,193474,207715
11.36,446,94,56,231,0,0,193474,207715
11.01,835568,94,0,231,0,0,193474,449
11.26,836080,94,0,231,0,0,193474,447
13.22,836080,94,0,231,0,0,193474,447
10.92,451,94,55,231,0,0,193474,207775
14.95,443,92,0,231,0,0,193026,207267
10.48,447,92,54,231,0,0,193026,207315
18.39,444,90,0,231,0,0,193022,207311
11.91,443,90,55,231,0,0,193022,207297
10.79,443,90,56,231,0,0,193022,207297
11.37,444,92,0,231,0,0,193470,207733
11.24,836592,94,0,231,0,0,193798,447
11.19,837104,94,56,231,0,0,193798,448
12.42,837616,94,55,231,0,0,193798,448
11.43,838128,94,0,231,0,0,193798,448
13.73,445,92,55,231,0,0,193350,207635
11.32,445,92,55,231,0,0,193350,207645
14.8,446,92,55,231,0,0,193350,207649
19.23,444,92,0,231,0,0,193350,207625
16.57,445,92,55,231,0,0,193350,207641
18.62,444,92,55,231,0,0,193350,207629
14.11,445,92,0,231,0,0,193350,207641
11.15,443,92,0,231,0,0,193350,207615
13.11,445,92,55,231,0,0,193350,207637
9.42,445,92,0,231,0,0,193350,207637
10.89,445,92,0,231,0,0,193350,207637
11.09,446,92,0,231,0,0,193350,207649
11.27,444,92,0,231,0,0,193350,207623
14.74,443,92,55,231,0,0,193350,207611
12.69,444,92,0,231,0,0,193350,207623
11.9,444,92,1,231,0,0,193350,207623
10.86,448,92,0,231,0,0,193350,207671
14.88,445,92,56,231,0,0,193350,207635
19.08,41110668,98,0,231,0,0,193798,842512
18.99,41110764,98,0,231,0,0,193798,847184
16.57,41110764,98,56,231,0,0,193798,847184
17.87,41110860,98,0,231,0,0,193798,452
11.48,41110860,98,56,231,0,0,193798,452
12.83,41110908,98,0,231,0,0,193798,453
11.1,41110908,98,0,231,0,0,193798,453
10.85,41110908,98,56,231,0,0,193798,453
11.17,41110908,98,1,231,0,0,193798,453
10.92,41110908,98,0,231,0,0,193798,457
14.89,41110956,100,1,231,0,0,193798,851088
11.19,41110956,100,0,231,0,0,193798,851088
13.73,41111004,100,0,231,0,0,193798,851888
11.54,41111148,103,0,231,0,0,193798,854544
11.15,41111292,103,56,231,0,0,193798,856432
11.55,41111580,103,56,231,0,0,193798,858096
15.95,41111580,103,56,231,0,0,193798,858096
12.32,41111676,103,56,231,0,0,193798,459
11.89,41111772,104,0,231,0,0,193798,858352
12.02,41111772,104,0,231,0,0,193798,858608
11.35,41111772,105,0,231,0,0,193798,859376
14.6,41111772,105,56,231,0,0,193798,859376
11,41111772,105,0,231,0,0,193798,859632
18.84,41111772,105,56,231,0,0,193798,860144
11.54,41111772,105,56,231,0,0,193798,860144
10.94,41111772,105,56,231,0,0,193798,462
11.15,41111772,104,0,231,0,0,193798,461
14.41,212505860,104,0,231,0,0,193798,41111772
11,212500372,104,0,231,0,0,193798,41111772
11.28,212500372,104,56,231,0,0,193798,41111772
11.44,41111772,104,56,231,0,0,193798,460
10.87,41111772,104,56,231,0,0,193798,460
11.02,41111772,104,56,231,0,0,193798,461
11.01,41111772,104,0,231,0,0,193798,460
10.92,41111772,104,0,231,0,0,193798,460
10.93,41111772,104,56,231,0,0,193798,460
11.07,41111772,103,56,231,0,0,193798,459
10.96,41111772,103,0,231,0,0,193798,460
11.12,41111772,103,56,231,0,0,193798,458
11.11,41111772,104,0,231,0,0,193798,460
10.95,41111772,102,56,231,0,0,193798,460
10.99,41111772,102,0,231,0,0,193798,459
15.12,41111772,102,0,231,0,0,193798,461
14.65,41111772,102,56,231,0,0,193798,458
11.29,41111772,102,56,231,0,0,193798,458
11.1,41111772,102,0,231,0,0,193798,461
11.2,41111772,102,56,231,0,0,193798,462
12.95,41111772,102,56,231,0,0,193798,458
16.23,41111772,101,56,231,0,0,193798,459
11.22,41111772,101,0,231,0,0,193798,458
11.49,41111772,101,55,231,0,0,193798,458
11.56,41111772,101,0,231,0,0,193798,459
